,index,Year,Team,GameNo,D/N,Attendance,API DATE Format,Capacity,Attendance Rate,Icon,Precipitation,Temperature,Summary
1783,495,2012,CHC,17,N,37794,2012-04-23,41009,92.16025750445024,partly-cloudy-day,0.0,55.39,Partly Cloudy
1789,501,2012,CHC,29,N,36307,2012-05-07,41009,88.53422419468897,cloudy,0.0,59.49,Overcast
1845,557,2012,CHC,148,N,32547,2012-09-18,41009,79.36550513301958,partly-cloudy-day,0.0,59.89,Mostly Cloudy
1938,650,2013,CHC,4,N,38136,2013-04-09,41019,92.97154976961895,cloudy,0.0,47.48,Overcast
1939,651,2013,CHC,5,N,37265,2013-04-10,41019,90.84814354323605,cloudy,0.0,40.08,Overcast
1945,657,2013,CHC,17,N,37794,2013-04-23,41019,92.13778980472463,rain,0.0325,43.36,Light Rain
1946,658,2013,CHC,18,N,38894,2013-04-24,41019,94.81947390233793,partly-cloudy-day,0.0,50.7,Mostly Cloudy
2100,812,2014,CHC,7,N,26177,2014-04-08,41072,63.734417608102845,partly-cloudy-day,0.0,52.44,Mostly Cloudy
2107,819,2014,CHC,19,N,35381,2014-04-22,41072,86.14384495520062,partly-cloudy-day,0.0,49.02,Partly Cloudy
2112,824,2014,CHC,29,N,30023,2014-05-04,41072,73.09846123880016,partly-cloudy-day,0.0,51.65,Partly Cloudy
2113,825,2014,CHC,30,N,33146,2014-05-05,41072,80.7021815348656,partly-cloudy-day,0.0,51.68,Partly Cloudy
2114,826,2014,CHC,31,N,34305,2014-05-06,41072,83.52405531749123,partly-cloudy-day,0.0,58.71,Partly Cloudy
2158,870,2014,CHC,127,N,30541,2014-08-21,41072,74.35966108297625,rain,0.1893,74.33,Rain and Humid
2168,880,2014,CHC,150,N,33144,2014-09-15,41072,80.69731203739775,cloudy,0.0,58.02,Overcast
2267,979,2015,CHC,18,N,29159,2015-04-27,40929,71.24288401866647,partly-cloudy-day,0.0,50.52,Partly Cloudy
2268,980,2015,CHC,19,N,29915,2015-04-28,40929,73.0899850961421,partly-cloudy-day,0.0,53.74,Partly Cloudy
2269,981,2015,CHC,20,N,30634,2015-04-29,40929,74.84668572405873,partly-cloudy-day,0.0,56.18,Partly Cloudy
2274,986,2015,CHC,32,N,31542,2015-05-12,40929,77.06516162134427,partly-cloudy-day,0.0,55.97,Mostly Cloudy
2275,987,2015,CHC,33,N,33709,2015-05-13,40929,82.35969605902905,partly-cloudy-day,0.0,50.59,Partly Cloudy
2421,1133,2016,CHC,1,N,35055,2016-04-05,41268,84.94475138121547,partly-cloudy-day,0.0,43.63,Mostly Cloudy
2423,1135,2016,CHC,6,N,26390,2016-04-13,41268,63.947853058059515,cloudy,0.0,48.41,Overcast
2424,1136,2016,CHC,7,N,27525,2016-04-14,41268,66.69816807211399,partly-cloudy-day,0.0,58.66,Partly Cloudy
2429,1141,2016,CHC,18,N,29159,2016-04-27,41268,70.65765241833867,rain,0.0281,45.12,Light Rain
2430,1142,2016,CHC,19,N,29915,2016-04-28,41268,72.48958030435205,cloudy,0.0,45.93,Overcast
2431,1143,2016,CHC,20,N,30634,2016-04-29,41268,74.23185034409228,partly-cloudy-day,0.0,48.05,Mostly Cloudy
2501,1213,2016,CHC,156,N,40552,2016-09-28,41268,98.264999515363,rain,0.0157,57.85,Possible Drizzle
2584,1296,2017,CHC,8,N,40844,2017-04-12,41649,98.06718048452544,partly-cloudy-day,0.0,51.86,Partly Cloudy
2589,1301,2017,CHC,13,N,38636,2017-04-17,41649,92.76573267065235,partly-cloudy-day,0.0,54.43,Partly Cloudy
2592,1304,2017,CHC,25,N,38567,2017-05-01,41649,92.60006242646882,rain,0.0082,52.31,Possible Drizzle
2593,1305,2017,CHC,26,N,38660,2017-05-02,41649,92.82335710341185,cloudy,0.0,48.83,Overcast
2594,1306,2017,CHC,27,N,39335,2017-05-03,41649,94.44404427477251,partly-cloudy-day,0.0,52.91,Partly Cloudy
2597,1309,2017,CHC,30,N,40735,2017-05-06,41649,97.80546951907608,clear-day,0.0,54.29,Clear
2598,1310,2017,CHC,31,N,40584,2017-05-07,41649,97.44291579629763,clear-day,0.0,48.93,Clear
2605,1317,2017,CHC,44,N,32905,2017-05-23,41649,79.00549833129247,rain,0.0337,58.85,Light Rain
2606,1318,2017,CHC,45,N,35617,2017-05-24,41649,85.51705923311484,cloudy,0.0,57.02,Overcast
2746,1458,2018,CHC,11,N,35596,2018-04-11,41649,85.46663785445028,cloudy,0.0,56.68,Overcast
2750,1462,2018,CHC,15,N,35103,2018-04-17,41649,84.28293596484909,partly-cloudy-day,0.0,40.95,Partly Cloudy
2766,1478,2018,CHC,45,N,37168,2018-05-22,41649,89.24103820019688,cloudy,0.0,59.47,Overcast
2771,1483,2018,CHC,57,N,40553,2018-06-05,41649,97.36848423731662,partly-cloudy-day,0.0009,57.98,Mostly Cloudy
